,userid,number_of_courses,average_marks,average_login,weekend_login,weekday_login,midnight_login,early_morning_login,late_morning_login,afternoon_login,evening_login,night_login,no_of_viewed_courses,no_of_attendance_taken,no_of_all_files_downloaded,no_of_assignments,no_of_forum_created,number_of_quizzes,no_of_quizzes_completed,no_of_quizzes_attempt
28,1188.0,4.0,74.175,5.5,0.5,5.0,1.25,1.25,0.75,2.0,0.25,0.0,12.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0
29,1189.0,7.0,79.65714285714286,5.571428571428571,1.4285714285714286,4.142857142857143,1.4285714285714286,1.1428571428571428,0.1428571428571428,1.5714285714285714,1.1428571428571428,0.1428571428571428,16.571428571428573,0.0,0.0,1.4285714285714286,0.0,0.2857142857142857,0.0,0.0
30,1204.0,5.0,60.44,74.6,11.8,62.8,20.4,18.6,9.8,17.6,3.8,4.4,423.2,0.0,0.0,0.8,0.0,6.8,0.4,1.4
31,1206.0,1.0,96.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1207.0,4.0,80.75,14.25,2.5,11.75,5.0,2.5,1.0,5.75,0.0,0.0,48.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
33,1208.0,5.0,72.28,32.6,3.4,29.2,12.0,8.2,5.0,6.0,0.6,0.8,171.8,0.8,0.4,0.6,0.0,10.8,2.8,22.8
34,1210.0,4.0,77.525,2.75,0.25,2.5,0.25,1.0,0.5,0.5,0.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1211.0,3.0,70.13333333333334,3.6666666666666665,0.3333333333333333,3.333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1212.0,8.0,80.18,23.75,4.625,19.125,8.25,7.125,2.625,5.5,0.0,0.25,121.0,0.0,0.0,2.875,0.0,0.0,0.0,0.0
37,1214.0,5.0,78.31,27.0,3.8,23.2,15.2,5.4,1.2,4.6,0.6,0.0,40.4,0.0,0.0,1.2,0.2,0.0,0.0,0.0
38,1215.0,4.0,78.375,17.75,3.0,14.75,3.5,4.0,2.25,4.5,2.5,1.0,68.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0
39,1217.0,1.0,90.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1218.0,6.0,85.25833333333334,18.33333333333333,2.5,15.833333333333334,5.166666666666667,6.666666666666667,1.5,3.8333333333333335,1.1666666666666667,0.0,60.5,0.0,0.0,2.1666666666666665,0.3333333333333333,0.0,0.0,0.0
41,1219.0,6.0,69.58833333333332,22.666666666666668,3.8333333333333335,18.83333333333333,8.333333333333334,5.666666666666667,3.5,4.333333333333333,0.6666666666666666,0.1666666666666666,80.0,0.0,0.0,0.6666666666666666,0.0,2.0,0.5,9.5
42,1220.0,4.0,73.5,9.0,2.0,7.0,3.0,3.0,0.25,2.75,0.0,0.0,38.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
43,1221.0,4.0,79.275,27.0,5.0,22.0,7.0,4.75,2.75,6.25,4.5,1.75,72.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0
44,1222.0,4.0,74.1,10.0,0.75,9.25,3.25,3.25,1.5,1.75,0.0,0.25,33.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0
45,1223.0,4.0,76.60000000000001,12.5,2.5,10.0,3.75,2.25,0.0,5.5,1.0,0.0,56.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
46,1224.0,4.0,71.625,15.25,2.25,13.0,5.0,3.0,1.75,4.5,0.25,0.75,46.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0
47,1225.0,1.0,93.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1226.0,4.0,74.625,23.75,5.5,18.25,4.75,3.75,1.5,10.25,3.5,0.0,107.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
49,1227.0,7.0,77.05142857142857,6.857142857142857,1.4285714285714286,5.428571428571429,1.4285714285714286,1.8571428571428568,1.1428571428571428,2.4285714285714284,0.0,0.0,20.571428571428573,0.0,0.0,1.2857142857142858,0.1428571428571428,1.7142857142857142,0.4285714285714285,11.571428571428571
50,1228.0,6.0,79.59333333333333,7.166666666666667,0.3333333333333333,6.833333333333333,0.3333333333333333,2.6666666666666665,0.8333333333333334,3.0,0.1666666666666666,0.1666666666666666,22.33333333333333,0.0,0.0,1.1666666666666667,0.5,0.0,0.0,0.0
51,1229.0,5.0,85.7,10.4,0.8,9.6,4.0,2.4,1.4,2.0,0.6,0.0,45.0,0.0,0.0,0.4,0.0,0.4,0.2,0.4
52,1230.0,3.0,85.36666666666667,17.0,3.6666666666666665,13.333333333333334,1.3333333333333333,9.333333333333334,1.0,3.333333333333333,1.6666666666666667,0.3333333333333333,40.66666666666666,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
53,1231.0,4.0,84.925,26.5,5.75,20.75,7.0,11.0,2.75,5.75,0.0,0.0,107.75,0.0,0.0,0.25,0.0,0.25,0.0,0.0
54,1233.0,3.0,62.9,13.666666666666666,1.0,12.666666666666666,5.666666666666667,3.6666666666666665,0.6666666666666666,2.0,0.0,1.6666666666666667,39.66666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,14.333333333333334
55,1234.0,1.0,86.3,8.0,1.0,7.0,1.0,3.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1235.0,4.0,79.5925,12.0,1.75,10.25,4.0,2.75,0.75,2.75,1.25,0.5,28.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
57,1236.0,3.0,70.66666666666667,9.666666666666666,1.6666666666666667,8.0,1.0,5.0,1.0,2.0,0.3333333333333333,0.3333333333333333,28.666666666666668,0.0,0.0,0.6666666666666666,0.0,1.3333333333333333,0.3333333333333333,9.666666666666666
58,1237.0,4.0,81.15,12.5,0.75,11.75,2.75,6.5,0.5,1.5,0.5,0.75,39.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,1239.0,5.0,71.34,7.0,1.0,6.0,1.4,1.2,0.8,2.2,1.2,0.2,29.6,0.0,0.0,1.0,0.0,3.0,1.4,7.2
60,1241.0,1.0,51.1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1243.0,6.0,79.59166666666667,17.333333333333332,4.666666666666667,12.666666666666666,5.666666666666667,4.833333333333333,2.333333333333333,3.1666666666666665,1.1666666666666667,0.1666666666666666,80.5,0.0,0.0,0.1666666666666666,0.1666666666666666,0.5,0.0,0.0
62,1244.0,6.0,84.39999999999999,6.666666666666667,1.1666666666666667,5.5,2.833333333333333,1.3333333333333333,1.1666666666666667,1.0,0.0,0.3333333333333333,19.666666666666668,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0
63,1245.0,1.0,85.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1246.0,1.0,97.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1248.0,4.0,70.5,6.5,0.75,5.75,2.0,1.25,0.5,0.75,2.0,0.0,18.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
66,1250.0,4.0,74.25,10.25,0.75,9.5,1.75,4.5,1.5,1.25,0.25,1.0,31.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0
67,1251.0,1.0,89.6,51.0,9.0,42.0,21.0,16.0,6.0,8.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1253.0,4.0,85.95,34.0,6.25,27.75,13.0,9.25,3.0,8.25,0.0,0.5,144.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0
69,1254.0,4.0,84.0425,19.75,4.75,15.0,6.0,4.5,2.75,6.25,0.25,0.0,60.25,0.0,0.0,2.75,0.0,1.25,0.25,0.25
70,1255.0,4.0,69.3475,34.0,4.0,30.0,11.75,11.0,3.75,5.25,0.75,1.5,68.25,0.0,0.0,1.25,0.0,0.0,0.0,0.0
71,1257.0,4.0,81.7,9.25,2.25,7.0,3.75,1.5,1.0,2.25,0.0,0.75,76.5,0.0,0.0,1.25,0.0,1.25,0.25,0.25
72,1259.0,8.0,71.75,3.5,0.625,2.875,0.375,0.625,0.875,1.25,0.375,0.0,55.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1260.0,4.0,85.275,15.5,2.75,12.75,2.75,5.5,2.25,4.75,0.0,0.25,38.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
74,1261.0,5.0,72.92,13.8,3.6,10.2,6.2,4.8,1.0,1.6,0.2,0.0,43.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
75,1262.0,3.0,70.66666666666667,7.333333333333333,1.0,6.333333333333333,2.0,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,0.0,89.33333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,3.0,0.3333333333333333,17.666666666666668
76,1263.0,4.0,72.65,18.75,1.0,17.75,8.0,4.75,1.5,1.75,0.5,2.25,57.5,0.0,0.0,1.25,0.0,0.75,0.25,9.75
77,1264.0,4.0,71.85,9.75,3.75,6.0,1.75,3.0,1.25,3.5,0.25,0.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
78,1265.0,1.0,85.5,13.0,3.0,10.0,0.0,5.0,0.0,6.0,1.0,1.0,37.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
79,1267.0,6.0,80.69333333333333,5.5,1.3333333333333333,4.166666666666667,1.3333333333333333,1.0,1.5,1.1666666666666667,0.0,0.5,15.333333333333334,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0
80,1268.0,1.0,86.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
81,1269.0,5.0,67.74,7.2,0.8,6.4,3.2,1.2,0.2,1.6,1.0,0.0,37.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0
82,1270.0,7.0,82.8142857142857,16.428571428571427,3.2857142857142856,13.142857142857142,3.4285714285714284,4.285714285714286,1.8571428571428568,5.428571428571429,1.2857142857142858,0.1428571428571428,71.0,0.0,0.0,1.1428571428571428,0.0,14.428571428571429,1.7142857142857142,14.428571428571429
83,1271.0,4.0,76.05,3.75,0.75,3.0,1.5,0.75,0.25,0.75,0.5,0.0,9.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
84,1272.0,4.0,85.775,12.0,1.75,10.25,2.25,4.25,2.0,2.0,1.25,0.25,40.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0
85,1273.0,2.0,92.75,5.0,0.5,4.5,1.5,2.5,0.0,1.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1274.0,5.0,69.05199999999999,13.0,1.6,11.4,7.4,1.6,1.6,2.2,0.2,0.0,36.4,0.0,0.6,0.4,0.0,0.0,0.0,0.0
87,1276.0,5.0,78.39,21.0,4.4,16.6,6.0,5.2,2.4,5.4,1.8,0.2,84.0,0.0,0.0,1.4,0.0,0.2,0.0,0.0
88,1277.0,5.0,70.652,9.0,2.6,6.4,3.0,1.8,1.6,2.2,0.4,0.0,27.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0
89,1278.0,7.0,84.38571428571429,15.571428571428571,4.0,11.571428571428571,5.714285714285714,3.4285714285714284,0.8571428571428571,4.428571428571429,0.4285714285714285,0.7142857142857143,51.285714285714285,0.0,0.0,2.857142857142857,0.2857142857142857,0.4285714285714285,0.0,0.0
90,1279.0,4.0,86.325,24.0,4.0,20.0,10.5,3.75,2.5,7.0,0.0,0.25,58.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0
91,1280.0,1.0,94.5,38.0,9.0,29.0,23.0,4.0,3.0,4.0,1.0,3.0,97.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92,1281.0,4.0,74.5,9.0,3.0,6.0,3.75,2.75,0.75,1.75,0.0,0.0,44.0,0.0,0.5,1.75,0.0,0.5,0.25,0.25
93,1282.0,4.0,82.7,6.5,0.75,5.75,3.5,1.25,1.25,0.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.5,0.5,2.5
94,1284.0,1.0,88.1,14.0,3.0,11.0,1.0,2.0,0.0,5.0,2.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,1286.0,5.0,83.11999999999999,11.6,3.4,8.2,1.2,2.0,1.4,4.4,2.0,0.6,71.8,0.0,0.0,1.2,0.0,10.8,2.6,16.4
96,1287.0,4.0,76.675,14.75,3.25,11.5,5.5,3.5,1.75,4.0,0.0,0.0,40.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0
